data_coleta,titulo,resumo,instituicao,nivel,area,vagas,inscricoes_inicio,inscricoes_fim,url,status,data_publicacao,fonte
2026-08-01T05:45:40.361273Z,EDITAL 03/2026 - DOUTORADO PROFISSIONAL EM SAÚDE COLETIVA - DOUTORADO PROFISSIONAL EM SAÚDE COLETIVA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO PROFISSIONAL EM SAÚDE COLETIVA. Vagas ofertadas: 10. Período de inscrições de 30/06/2026 a 20/07/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Profissional,Saúde e Biológicas,10,2026-06-30T12:00:00Z,2026-07-20T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-30T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,PROCESSO SELETIVO DO DOUTORADO ACADÊMICO TURMA 2027-1 - DOUTORADO EM ARQUITETURA E URBANISMO,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM ARQUITETURA E URBANISMO. Vagas ofertadas: 25. Período de inscrições de 15/06/2026 a 31/07/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,25,2026-06-15T12:00:00Z,2026-07-31T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-15T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,PPGEEC - Edital de Seleção para Alunos Especiais de Doutorado 2026.2 - DOUTORADO EM ENGENHARIA ELÉTRICA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM ENGENHARIA ELÉTRICA. Vagas ofertadas: 40. Período de inscrições de 15/06/2026 a 26/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,40,2026-06-15T12:00:00Z,2026-06-26T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-15T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,Processo Seletivo em Ciência de Alimentos (2026.2) - NÍVEL DOUTORADO - DOUTORADO EM CIÊNCIA DE ALIMENTOS,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM CIÊNCIA DE ALIMENTOS. Vagas ofertadas: 22. Período de inscrições de 10/06/2026 a 28/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Saúde e Biológicas,22,2026-06-10T12:00:00Z,2026-06-28T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-10T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,EDITAL N.º003/2026 DOUTORADO - DOUTORADO EM FARMÁCIA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM FARMÁCIA. Vagas ofertadas: 12. Período de inscrições de 04/06/2026 a 30/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Saúde e Biológicas,12,2026-06-04T12:00:00Z,2026-06-30T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-04T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,PPGEEC / UNIVASF - Seleção para Alunos de Mestrado 2026.2 (Turma MINTER) - DOUTORADO EM ENGENHARIA ELÉTRICA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM ENGENHARIA ELÉTRICA. Vagas ofertadas: 20. Período de inscrições de 03/06/2026 a 29/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,20,2026-06-03T12:00:00Z,2026-06-29T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-06-03T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,Edital 2026.2 de Seleção para Doutorado do PPGMCF - DOUTORADO EM MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS. Vagas ofertadas: 1. Período de inscrições de 21/05/2026 a 08/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Saúde e Biológicas,1,2026-05-21T12:00:00Z,2026-06-08T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-05-21T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,PPGEEC - Edital de Seleção para Alunos Regulares de Doutorado 2026.2 - DOUTORADO EM ENGENHARIA ELÉTRICA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM ENGENHARIA ELÉTRICA. Vagas ofertadas: 23. Período de inscrições de 19/05/2026 a 15/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,23,2026-05-19T12:00:00Z,2026-06-15T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-05-19T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,SELEÇÃO PARA INGRESSO NO DOUTORADO EM QUÍMICA 2026.2 - DOUTORADO EM QUÍMICA,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM QUÍMICA. Vagas ofertadas: 20. Período de inscrições de 18/05/2026 a 21/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,20,2026-05-18T12:00:00Z,2026-06-21T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-05-18T12:00:00Z,UFBA SIGAA
2026-08-01T05:45:40.361273Z,EDITAL PEI/UFBA 04-2026 - SELEÇÃO PARA O DOUTORADO 2026.2 - DOUTORADO EM ENGENHARIA INDUSTRIAL,Inscrições abertas para o processo seletivo da UFBA de ingresso no curso: DOUTORADO EM ENGENHARIA INDUSTRIAL. Vagas ofertadas: 15. Período de inscrições de 15/05/2026 a 10/06/2026. Consulte o edital completo no portal oficial da instituição.,UFBA,Doutorado Acadêmico,Engenharias e Exatas,15,2026-05-15T12:00:00Z,2026-06-10T12:00:00Z,https://sigaa.ufba.br/sigaa/public/processo_seletivo/lista.jsf?aba=p-processo&nivel=S,Encerrado,2026-05-15T12:00:00Z,UFBA SIGAA
